name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,test,Pokedex Entry
Grubbin,['Swarm'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,62,3840,70,300,255,Larva Pokémon,45,1000000,0.4,47,Agojimushiアゴジムシ,50.0,736,55,45,46,bug,,4.4,7,0,,"If you find its nest, you shouldn’t stick your hand inside. You’ll get bitten by an irritated Grubbin. It spits a sticky thread to stop opponents in their tracks, and then it grabs them in its sharp, sturdy mandibles to take them down. Its natural enemies, like Rookidee, may flee rather than risk getting caught in its large mandibles that can snap thick tree branches. It uses its big jaws to dig nests into the forest floor, and it loves to feed on sweet tree sap."
Charjabug,['Battery'],1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,82,3840,70,400,120,Battery Pokémon,95,1000000,0.5,57,Dendimushiデンヂムシ,50.0,737,55,75,36,bug,electric,10.5,7,0,,"It buries itself in fallen leaves and barely moves, munching away on humus. If you accidentally step on one, you’ll get a shock! Its stout shell provides excellent defense from attacks. It uses electricity on persistent opponents. While its durable shell protects it from attacks, Charjabug strikes at enemies with jolts of electricity discharged from the tips of its jaws. Its digestive processes convert the leaves it eats into electricity. An electric sac in its belly stores the electricity for later use."
Vikavolt,['Levitate'],1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,70,3840,70,500,45,Stag Beetle Pokémon,90,1000000,1.5,77,Kuwagannonクワガノン,50.0,738,145,75,43,bug,electric,45.0,7,0,,"It has an organ that generates electricity in its abdomen. It concentrates energy in its strong jaws and fires off powerful jolts of electricity. Vikavolt flusters opponents with acrobatic flying maneuvers. This creates an opening for it to deliver an electric beam attack. It builds up electricity in its abdomen, focuses it through its jaws, and then fires the electricity off in concentrated beams. If it carries a Charjabug to use as a spare battery, a flying Vikavolt can rapidly fire high-powered beams of electricity."
Crabrawler,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,82,5120,70,338,225,Boxing Pokémon,57,1000000,0.6,47,Makenkaniマケンカニ,50.0,739,42,47,63,fighting,,7.0,7,0,,"While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints. It punches so much, its pincers often come off from overuse, but they grow back quickly. What little meat they contain is rich and delicious. Its hard pincers are well suited to both offense and defense. Fights between two Crabrawler are like boxing matches. Crabrawler has been known to mistake Exeggutor for a coconut tree and climb it. The enraged Exeggutor shakes it off and stomps it."
Crabominable,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.5,0.5,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,1.0,132,5120,70,478,60,Woolly Crab Pokémon,77,1000000,1.7,97,Kekenkaniケケンカニ,50.0,740,62,67,43,fighting,ice,180.0,7,0,,"It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur. It just throws punches indiscriminately. In times of desperation, it can lop off its own pincers and fire them like rockets. It stores coldness in its pincers and pummels its foes. It can even smash thick walls of ice to bits! Before it stops to think, it just starts pummeling. There are records of its turning back avalanches with a flurry of punches."
Oricorio,['Dancer'],0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,70,5120,70,476,45,Dancing Pokémon,70,1000000,0.6,75,Odoridori (pachipachi Style)オドリドリ,24.6,741,98,70,93,fire,flying,3.4,7,0,,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames. This Oricorio has sipped red nectar. Its passionate dance moves cause its enemies to combust in both body and mind. It wins the hearts of its enemies with its passionate dancing and then uses the opening it creates to burn them up with blazing flames. This Oricorio has drunk red nectar. If its Trainer gives the wrong order, this passionate Pokémon becomes fiercely angry."
Cutiefly,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,45,5120,70,304,190,Bee Fly Pokémon,40,1000000,0.1,40,Abulyアブリー,50.0,742,55,40,84,bug,fairy,0.2,7,0,,"Nectar and pollen are its favorite fare. In fields of flowers, it gets into skirmishes with Butterfree over food. Cutiefly can pick up the auras of living things. It skillfully reads those auras to predict its foes’ movements and make fools of them. Nectar and pollen are its favorite fare. You can find Cutiefly hovering around Gossifleur, trying to get some of Gossifleur’s pollen. An opponent’s aura can tell Cutiefly what that opponent’s next move will be. Then Cutiefly can glide around the attack and strike back."
Ribombee,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,55,5120,70,464,75,Bee Fly Pokémon,60,1000000,0.2,60,Aburibbonアブリボン,50.0,743,95,70,124,bug,fairy,0.5,7,0,,"Rain makes pollen damp, so Ribombee hates rain. When it sees ominous clouds, it finds a hollow in a tree, where it waits stock-still. It can predict the weather from moisture levels and wind direction. Ribombee only reveals itself when there are a few clear days in a row. It makes pollen puffs from pollen and nectar. The puffs’ effects depend on the type of ingredients and how much of each one is used. Ribombee absolutely hate getting wet or rained on. In the cloudy Galar region, they are very seldom seen."
Rockruff,"['Keen Eye', 'Vital Spirit', 'Steadfast']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,65,3840,70,280,190,Puppy Pokémon,40,1000000,0.5,45,Iwankoイワンコ,50.0,744,30,40,60,rock,,9.2,7,0,,"As they develop, their disposition grows more violent and aggressive. Many Trainers find them too much to handle and abandon them. When it rubs the rocks on its neck against you, that’s proof of its love for you. However, the rocks are sharp, so the gesture is quite painful! This Pokémon can bond very strongly with its Trainer, but it also has a habit of biting. Raising a Rockruff for a long time can be challenging. This Pokémon intimidates opponents by striking the ground with the rocks on its neck. The moment an opponent flinches, Rockruff attacks."
Lycanroc,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,115,3840,70,487,90,Wolf Pokémon,75,1000000,,85,Lugarugan (mahiru No Sugata)ルガルガン,50.0,745,55,75,82,rock,,,7,0,,"Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons. When properly raised from a young age, it will become a trustworthy partner that will absolutely never betray its Trainer. The sharp rocks in its mane can cut like knives. Lycanroc wears its prey down by degrees before finishing them off. The rocks in its mane are sharper than a knife. Fragments that break off are treasured as good luck charms."
Wishiwashi,['Schooling'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,140,3840,70,620,60,Small Fry Pokémon,130,800000,0.2,45,Yowashi (tandoku No Sugata)ヨワシ,50.0,746,140,135,30,water,,0.3,7,0,,"They’re weak, so they move in schools. However, they can also often be seen all alone, having strayed from the school. When it’s in a jam, its shining eyes attract others of its kind. The light from its eyes is visible almost 25 miles away. Individually, they’re incredibly weak. It’s by gathering up into schools that they’re able to confront opponents. When it senses danger, its eyes tear up. The sparkle of its tears signals other Wishiwashi to gather."
Mareanie,"['Merciless', 'Limber', 'Regenerator']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,53,5120,70,305,190,Brutal Star Pokémon,62,1000000,0.4,50,Hidoideヒドイデ,50.0,747,43,52,45,poison,water,8.0,7,0,,"They eat Corsola branches, so Mareanie are hated by craftsmen who work with Corsola branches that have naturally fallen off. Aside from its head, its body parts regenerate quickly if they’re cut off. After a good night’s sleep, Mareanie is back to normal. The first symptom of its sting is numbness. The next is an itching sensation so intense that it’s impossible to resist the urge to claw at your skin. Unlike their Alolan counterparts, the Mareanie of the Galar region have not yet figured out that the branches of Corsola are delicious."
Toxapex,"['Merciless', 'Limber', 'Regenerator']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,63,5120,70,495,75,Brutal Star Pokémon,152,1000000,0.7,50,Dohidoideドヒドイデ,50.0,748,53,142,35,poison,water,14.5,7,0,,"To attack, this Pokémon sends toxic spikes flying at its enemies. Ones that come close get mown down by the claws on its feet. With its 12 legs, it creates a dome to shelter within. The flow of the tides doesn’t affect Toxapex in there, so it’s very comfortable. To survive in the cold waters of Galar, this Pokémon forms a dome with its legs, enclosing its body so it can capture its own body heat. Within the poison sac in its body is a poison so toxic that Pokémon as large as Wailord will still be suffering three days after it first takes effect."
Mudbray,"['Own Tempo', 'Stamina', 'Inner Focus']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,100,5120,70,385,190,Donkey Pokémon,70,1000000,1.0,70,Dorobankoドロバンコ,50.0,749,45,55,45,ground,,110.0,7,0,,"It loves playing in the mud. If it isn’t showered with mud on a daily basis, it gets stressed out and stops listening to its Trainer. Possessing mighty power, Mudbray can be loaded with 50 times its own body weight and will be totally fine. Loads weighing up to 50 times as much as its own body weight pose no issue for this Pokémon. It’s skilled at making use of mud. It eats dirt to create mud and smears this mud all over its feet, giving them the grip needed to walk on rough terrain without slipping."
Mudsdale,"['Own Tempo', 'Stamina', 'Inner Focus']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,125,5120,70,500,60,Draft Horse Pokémon,100,1000000,2.5,100,Banbadoroバンバドロ,50.0,750,55,85,35,ground,,920.0,7,0,,"It remains calm and unmoving no matter the situation. It mixes dirt with the saliva in its mouth to make a special kind of mud. It can trudge mountain roads without rest for three days and three nights, all the while dragging a 10-ton load. Mud that hardens around a Mudsdale’s legs sets harder than stone. It’s so hard that it allows this Pokémon to scrap a truck with a single kick. Mudsdale has so much stamina that it could carry over 10 tons across the Galar region without rest or sleep."
Dewpider,"['Water Bubble', 'Water Absorb']",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,40,3840,70,269,200,Water Bubble Pokémon,52,1000000,0.3,38,Shizukumoシズクモ,50.0,751,40,72,27,water,bug,4.0,7,0,,"When two Dewpider meet, they display their water bubbles to each other. Then the one with the smaller bubble gets out of the other’s way. It can only breathe oxygen that has dissolved in water, so it wears a water bubble on its head when it walks around on land. It forms a water bubble at the rear of its body and then covers its head with it. Meeting another Dewpider means comparing water-bubble sizes. Dewpider normally lives underwater. When it comes onto land in search of food, it takes water with it in the form of a bubble on its head."
Araquanid,"['Water Bubble', 'Water Absorb']",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,70,3840,70,454,100,Water Bubble Pokémon,92,1000000,1.8,68,Onishizukumoオニシズクモ,50.0,752,50,132,42,water,bug,82.0,7,0,,"It usually passes its time in the water. When its belly is full, it stores its subdued prey in the water bubble on its head. It has a habit of storing things it values in its water bubble. If its Trainer doesn’t watch out, Araquanid will try to put them in its bubble! It launches water bubbles with its legs, drowning prey within the bubbles. This Pokémon can then take its time to savor its meal. It acts as a caretaker for Dewpider, putting them inside its bubble and letting them eat any leftover food."
Fomantis,"['Leaf Guard', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,55,5120,70,250,190,Sickle Grass Pokémon,35,1000000,0.3,40,Karikiriカリキリ,50.0,753,50,35,35,grass,,1.5,7,0,,"When the sun rises, Fomantis spreads its four leaves and bathes in the sunlight. The tip of its head has a pleasant aroma. It loves the sunshine. When it basks in the sunlight regularly, it grows up with vivid coloration. When bathed in sunlight, this Pokémon emits a pleasantly sweet scent, which causes bug Pokémon to gather around it. During the day, Fomantis basks in sunlight and sleeps peacefully. It wakes and moves around at night."
Lurantis,"['Leaf Guard', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,105,5120,70,480,75,Bloom Sickle Pokémon,90,1000000,0.9,70,Lalantesラランテス,50.0,754,80,90,45,grass,,18.5,7,0,,"For self-protection, it pretends to be a bug Pokémon. Both of its arms bear keen-edged petals. As it slashes into its enemies, it looks like it’s dancing. Its elegant appearance has led some to call it the most glamorous Grass Pokémon. This Pokémon resembles a beautiful flower. A properly raised Lurantis will have gorgeous, brilliant colors. The petals on this Pokémon’s arms are thin and super sharp, and they can fire laser beams if Lurantis gathers light first."
Morelull,"['Illuminate', 'Effect Spore', 'Rain Dish']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,35,5120,70,285,190,Illuminating Pokémon,55,1000000,0.2,40,Nemasyuネマシュ,50.0,755,65,75,15,grass,fairy,1.5,7,0,,"It scatters its shining spores around itself. Even though they’re dangerous, nighttime tours of forests where Morelull live are popular. It likes damp dark places. When night falls, the spores filling the caps of its mushrooms glow. Pokémon living in the forest eat the delicious caps on Morelull’s head. The caps regrow overnight. Morelull live in forests that stay dark even during the day. They scatter flickering spores that put enemies to sleep."
Shiinotic,"['Illuminate', 'Effect Spore', 'Rain Dish']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,45,5120,70,405,75,Illuminating Pokémon,80,1000000,1.0,60,Mashadeマシェード,50.0,756,90,100,30,grass,fairy,11.5,7,0,,"It puts its prey to sleep and siphons off their vitality through the tip of its arms. If one of its kind is weakened, it helps by sending it vitality. When it starts fighting for territory with Parasect, the entire area gets completely coated in spores! Its flickering spores lure in prey and put them to sleep. Once this Pokémon has its prey snoozing, it drains their vitality with its fingertips. If you see a light deep in a forest at night, don’t go near. Shiinotic will make you fall fast asleep."
Salandit,"['Corrosion', 'Oblivious']",0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0,44,5120,70,320,120,Toxic Lizard Pokémon,40,1000000,0.6,48,Yatoumoriヤトウモリ,88.1,757,71,40,77,poison,fire,4.8,7,0,,"The males will do whatever the females tell them. They give the females most of their food. Due to malnutrition, the males can’t evolve. It weakens opponents and sends them reeling with its poisonous gas. Salandit doesn’t deal well with Spinda, since it’s always reeling. Its venom sacs produce a fluid that this Pokémon then heats up with the flame in its tail. This process creates Salandit’s poisonous gas. This sneaky Pokémon will slink behind its prey and immobilize it with poisonous gas before the prey even realizes Salandit is there."
Salazzle,"['Corrosion', 'Oblivious']",0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0,64,5120,70,480,45,Toxic Lizard Pokémon,60,1000000,1.2,68,Ennewtエンニュート,0.0,758,111,60,117,poison,fire,22.2,7,0,,Salazzle lives deep in caves and forces the Salandit it has attracted with its pheromones to serve it. It punishes Salandit that couldn’t bring it food with a fierce slap of its flame-spewing palm. Only female Salazzle exist. They emit a gas laden with pheromones to captivate male Salandit. The winner of competitions between Salazzle is decided by which one has the most male Salandit with it.
Stufful,"['Fluffy', 'Klutz', 'Cute Charm']",0.5,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,75,3840,70,340,140,Flailing Pokémon,50,1000000,0.5,70,Nuikogumaヌイコグマ,50.0,759,45,50,50,normal,fighting,6.8,7,0,,"It boasts power enough to split large trees in half. The organ on its rear releases an odor that it uses to communicate with others of its kind. Stufful hates to be hugged or touched in any way. It will squirm, thrash, and resist with amazing power. Its fluffy fur is a delight to pet, but carelessly reaching out to touch this Pokémon could result in painful retaliation. The way it protects itself by flailing its arms may be an adorable sight, but stay well away. This is flailing that can snap thick tree trunks."
Bewear,"['Fluffy', 'Klutz', 'Unnerve']",0.5,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,3840,70,500,70,Strong Arm Pokémon,80,1000000,2.1,120,Kiterugumaキテルグマ,50.0,760,55,60,60,normal,fighting,135.0,7,0,,"It waves its hands wildly in intimidation and warning. Life is over for anyone who doesn’t run away as fast as possible. It boasts tremendous physical strength. Many people call it the most dangerous Pokémon in the Alola region. Once it accepts you as a friend, it tries to show its affection with a hug. Letting it do that is dangerous—it could easily shatter your bones. The moves it uses to take down its prey would make a martial artist jealous. It tucks subdued prey under its arms to carry them to its nest."
Bounsweet,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,30,5120,70,210,235,Fruit Pokémon,38,1059860,0.3,42,Amakajiアマカジ,0.0,761,30,38,32,grass,,3.2,7,0,,"Because of its sweet, delicious aroma, bird Pokémon are always after it, but it’s not intelligent enough to care. It tries to resist being swallowed by a bird Pokémon by spinning the sepals on its head. It’s usually a fruitless attempt. Its body gives off a sweet, fruity scent that is extremely appetizing to bird Pokémon. When under attack, it secretes a sweet and delicious sweat. The scent only calls more enemies to it."
Steenee,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,5120,70,290,120,Fruit Pokémon,48,1059860,0.7,52,Amamaikoアママイコ,0.0,762,40,48,62,grass,,8.2,7,0,,"It’s protected by its hard sepals, so it plays with bird Pokémon without worry. They peck it relentlessly, but it doesn’t care. It bounces around, swinging the sepals on its head with abandon. They’re quite painful when they smack you! As it twirls like a dancer, a sweet smell spreads out around it. Anyone who inhales the scent will feel a surge of happiness. Any Corvisquire that pecks at this Pokémon will be greeted with a smack from its sepals followed by a sharp kick."
Tsareena,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,120,5120,70,510,45,Fruit Pokémon,98,1059860,1.2,72,Amajoアマージョ,0.0,763,50,98,72,grass,,21.4,7,0,,"A master of grand and beautiful kicks, it can knock out even kickboxing champions with a single blow. A Pokémon with an aggressive personality and a mastery of kicking, it cackles every time it kicks an opponent. This feared Pokémon has long, slender legs and a cruel heart. It shows no mercy as it stomps on its opponents. A kick from the hardened tips of this Pokémon’s legs leaves a wound in the opponent’s body and soul that will never heal."
Comfey,"['Flower Veil', 'Triage', 'Natural Cure']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,52,5120,70,485,60,Posy Picker Pokémon,90,800000,0.1,51,Cuwawaキュワワー,24.6,764,82,110,100,fairy,,0.3,7,0,,"It stretches sticky vines out from its head and picks flowers to adorn itself with. When it doesn’t have any flowers, it feels uneasy. It picks flowers and sticks them to its body with fluids it produces. The aroma that wafts from its petals has a healing effect. Comfey picks flowers with its vine and decorates itself with them. For some reason, flowers won’t wither once they’re attached to a Comfey. These Pokémon smell very nice. All Comfey wear different flowers, so each of these Pokémon has its own individual scent."
Oranguru,"['Inner Focus', 'Telepathy', 'Symbiosis']",2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,60,5120,70,490,45,Sage Pokémon,80,1250000,1.5,90,Yareyuutanヤレユータン,50.0,765,90,110,60,normal,psychic,76.0,7,0,,"It normally spends its time meditating in the treetops. It throws Poké Balls and gives other Pokémon orders as it pleases. Oranguru don’t get along with each other, so they’re always engaging in battles of wits to decide which one is superior. With waves of its fan—made from leaves and its own fur—Oranguru skillfully gives instructions to other Pokémon. It knows the forest inside and out. If it comes across a wounded Pokémon, Oranguru will gather medicinal herbs to treat it."
Passimian,"['Receiver', 'Defiant']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,5120,70,490,45,Teamwork Pokémon,90,1250000,2.0,100,Nagetukesaruナゲツケサル,50.0,766,40,60,80,fighting,,82.8,7,0,,"They use their saliva to stick leaves to their shoulders. You can tell what troop they belong to from the position of the leaves. Berries are its weapons as well as the staple of its diet. The one that can throw a berry the farthest is the boss of the troop. Displaying amazing teamwork, they follow the orders of their boss as they all help out in the search for their favorite berries. Passimian live in groups of about 20, with each member performing an assigned role. Through cooperation, the group survives."
Wimpod,['Wimp Out'],1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,35,5120,70,230,90,Turn Tail Pokémon,40,1000000,0.5,25,Kosokumushiコソクムシ,50.0,767,20,30,80,bug,water,12.0,7,0,,"It will pick up anything it finds on the ground. Sometimes it finds coins, so Murkrow and Meowth will go after it. An astonishingly cowardly Pokémon, Wimpod will whir its legs at high speeds to run away if anything comes near it. It’s nature’s cleaner—it eats anything and everything, including garbage and rotten things. The ground near its nest is always clean. Wimpod gather in swarms, constantly on the lookout for danger. They scatter the moment they detect an enemy’s presence."
Golisopod,['Emergency Exit'],1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,125,5120,70,530,45,Hard Scale Pokémon,140,1000000,2.0,75,Gusokumushaグソクムシャ,50.0,768,60,90,40,bug,water,108.0,7,0,,"The shell covering its body is as hard as diamond. This Pokémon will do anything it takes to win. Its claws, which it can extend and retract at will, are its greatest weapons. Golisopod is sometimes accompanied by Wimpod. It will do anything to win, taking advantage of every opening and finishing opponents off with the small claws on its front legs. They live in sunken ships or in holes in the seabed. When Golisopod and Grapploct battle, the loser becomes the winner’s meal."
Sandygast,"['Water Compaction', 'Sand Veil']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,55,3840,70,320,140,Sand Heap Pokémon,80,1000000,0.5,55,Sunabaスナバァ,50.0,769,70,45,15,ghost,ground,70.0,7,0,,"It likes the shovel on its head, so Sandygast will get serious and fight any children who come to take it back. If you build sand mounds when you’re playing, destroy them before you go home, or they may get possessed and become Sandygast. Grudges of the dead have possessed a mound of sand and become a Pokémon. Sandygast is fond of the shovel on its head. Sandygast mainly inhabits beaches. It takes control of anyone who puts their hand into its mouth, forcing them to make its body bigger."
Palossand,"['Water Compaction', 'Sand Veil']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,75,3840,70,480,60,Sand Castle Pokémon,110,1000000,1.3,85,Sirodethnaシロデスナ,50.0,770,100,75,35,ghost,ground,250.0,7,0,,"Each of its grains of sand has its own will. Palossand eats small Pokémon and siphons away their vital essence while they’re still alive. Once it has whipped up a sandstorm to halt its opponents in their tracks, this terrifying Pokémon snatches away their vitality. Palossand is known as the Beach Nightmare. It pulls its prey down into the sand by controlling the sand itself, and then it sucks out their souls. This Pokémon lives on beaches, but it hates water. Palossand can’t maintain its castle-like shape if it gets drenched by a heavy rain."
Pyukumuku,"['Innards Out', 'Unaware']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,60,3840,70,410,60,Sea Cucumber Pokémon,130,800000,0.3,55,Namakobushiナマコブシ,50.0,771,30,130,5,water,,1.2,7,0,,"The tradition known as Pyukumuku chucking started from the custom of throwing Pyukumuku back into the sea after they wash onshore. Its entire body is covered in its own slime. If you accidentally step on one, you’ll slip, and it will get mad and smack you! It lives in warm, shallow waters. If it encounters a foe, it will spit out its internal organs as a means to punch them. It’s covered in a slime that keeps its skin moist, allowing it to stay on land for days without drying up."
Type: Null,['Battle Armor'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95,30720,0,534,3,Synthetic Pokémon,95,1250000,1.9,95,Type: Nullタイプ：ヌル,,772,95,95,59,normal,,120.5,7,0,,"A Pokémon weapon developed for a specific mission, it went berserk during an experiment, so it was cryogenically frozen. There’s danger of its going on a rampage, so its true power is sealed away beneath its control mask. Rumor has it that the theft of top-secret research notes led to a new instance of this Pokémon being created in the Galar region. It was modeled after a mighty Pokémon of myth. The mask placed upon it limits its power in order to keep it under control."
Silvally,['RKS System'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95,30720,0,570,3,Synthetic Pokémon,95,1250000,2.3,95,Silvadyシルヴァディ,,773,95,95,95,normal,,100.5,7,0,,"This is its form once it has awakened and evolved. Freed from its heavy mask, its speed is greatly increased. Through the bond it formed with its Trainer, its will was strengthened, and it was able to destroy its control mask. A solid bond of trust between this Pokémon and its Trainer awakened the strength hidden within Silvally. It can change its type at will. The final factor needed to release this Pokémon’s true power was a strong bond with a Trainer it trusts."
Minior,['Shields Down'],0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,100,6400,70,500,30 (Meteorite)255 (Core),Meteor Pokémon,60,1059860,0.3,60,Metenoメテノ,,774,100,60,120,rock,flying,40.0,7,0,,"Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy. Strong impacts can knock it out of its shell. This Pokémon was born from mutated nanoparticles. It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground. Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens."
Komala,['Comatose'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115,5120,70,480,45,Drowsing Pokémon,65,1250000,0.4,65,Nekkoaraネッコアラ,50.0,775,75,95,65,normal,,19.9,7,0,,"It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams. The log it holds was given to it by its parents at birth. It has also been known to cling to the arm of a friendly Trainer. It stays asleep from the moment it’s born. When it falls into a deep sleep, it stops moving altogether. It remains asleep from birth to death as a result of the sedative properties of the leaves that form its diet."
